,rea_ratio_score,rea_score,imf_score,adg_score,weight,Name,DOB,Days_Old,Weight,ADG,REA,REA_per_100,Backfat,%IMF,Scrotal,scrotal_cm_per_day,Meas_Date,bull_score,Class,Meas_Delta_yr,Meas_Year
148,30,17,9,32,28,RAM Bodacious (D),2022-04-02,296.0,594.0,1.84,8.42,1.42,0.09,2.12,30.0,0.1,2023-01-23,88,Junior Bull Calf,,2023
149,34,23,7,6,27,"Beyond Hope Fort Knox (AI,D)",2024-02-02,356.0,594.0,1.53,8.57,1.44,0.18,1.97,31.0,0.02,2025-01-23,70,Junior Bull Calf,,2025
150,12,3,22,33,12,Double LL Fella (D),2017-04-30,267.0,544.0,1.85,6.9,1.27,0.16,2.44,25.0,0.09,2018-01-22,70,Junior Bull Calf,,2018
151,2,1,12,47,22,Rocky Acres Tspoon (D),2021-04-23,276.0,584.0,1.93,6.3,1.08,0.06,2.13,29.5,0.11,2022-01-24,62,Junior Bull Calf,,2022
152,3,2,17,38,36,"T-Ross Noah (ET,PV,D)",2024-03-30,299.0,613.0,1.88,6.76,1.1,0.18,2.29,26.0,0.02,2025-01-23,60,Junior Bull Calf,,2025
153,13,9,5,29,38,"RVH Lex (PV,D)",2024-03-20,309.0,615.0,1.83,7.84,1.27,0.16,1.81,28.0,0.03,2025-01-23,56,Junior Bull Calf,,2025
154,14,12,6,21,37,"Beyond Hope RW's Seamus (AI,D)",2021-03-02,328.0,615.0,1.72,7.98,1.3,0.07,1.85,28.0,0.09,2022-01-24,53,Junior Bull Calf,,2022
155,18,13,10,4,29,Highland Acres Blackjack (D),2021-01-26,363.0,594.0,1.5,8.02,1.35,0.04,2.13,30.0,0.08,2022-01-24,45,Junior Bull Calf,,2022
156,16,4,1,16,13,"Circle V Grizzly Rose (ET,PV,D)",2024-04-03,295.0,547.0,1.68,7.41,1.35,0.15,1.41,29.0,0.02,2025-01-23,37,Junior Bull Calf,,2025
157,26,28,27,21,25,"Windemere Everest (AI,D)",2016-09-07,502.0,1022.0,1.94,17.92,1.75,0.16,3.8,38.0,0.08,2018-01-22,102,Senior Bull Calf,2.0,2018
158,16,27,28,24,27,LEA Niadh (D),2017-09-01,507.0,1102.0,2.07,14.93,1.35,0.34,4.12,35.0,0.07,2019-01-21,95,Senior Bull Calf,2.0,2019
159,24,26,8,26,19,J Bar T's Iron Mike (D),2014-12-10,407.0,925.0,2.15,14.73,1.59,0.18,2.61,36.0,0.09,2016-01-21,84,Senior Bull Calf,2.0,2016
160,27,24,12,15,11,Zorrow 8 of Dundonald (D),2012-11-17,432.0,824.0,1.79,14.5,1.76,0.282,2.737,33.0,0.08,2014-01-23,78,Senior Bull Calf,2.0,2014
161,21,18,22,17,10,Homestead's Gryphon (D),2018-11-24,422.0,822.0,1.83,12.04,1.46,0.09,3.51,35.0,0.08,2020-01-20,78,Senior Bull Calf,2.0,2020
162,11,23,17,27,28,"WL Lincoln (ET,D)",2022-09-12,497.0,1132.0,2.18,14.42,1.27,0.24,3.18,40.0,0.08,2024-01-22,78,Senior Bull Calf,2.0,2024
163,19,25,11,19,23,"Summit Ranch Fritz (ET,D)",2017-09-02,506.0,999.0,1.88,14.58,1.46,0.26,2.64,33.0,0.07,2019-01-21,74,Senior Bull Calf,2.0,2019
164,15,16,25,16,15,Kesabe's Homebrew (D),2021-10-26,454.0,870.0,1.81,11.71,1.35,0.17,3.56,33.0,0.07,2023-01-23,72,Senior Bull Calf,2.0,2023
165,22,10,21,12,5,"HHH Black Kanyon (PV,D)",2021-12-22,397.0,742.0,1.74,11.18,1.51,0.17,3.37,31.0,0.08,2023-01-23,65,Senior Bull Calf,2.0,2023
166,23,22,5,14,13,ARR Hurricane Hank (D),2012-10-28,452.0,842.0,1.75,13.214,1.57,0.159,2.294,32.0,0.07,2014-01-23,64,Senior Bull Calf,2.0,2014
167,6,21,9,28,26,Spring Creek General (D),2018-11-12,434.0,1060.0,2.33,12.97,1.22,0.29,2.61,41.0,0.09,2020-01-20,64,Senior Bull Calf,2.0,2020
168,13,19,16,13,18,TJH Big Chungus (D),2022-09-10,499.0,918.0,1.74,12.19,1.33,0.21,3.1,36.0,0.07,2024-01-22,61,Senior Bull Calf,2.0,2024
169,5,14,19,18,21,CBS Red Alert (D),2022-09-18,491.0,959.0,1.85,11.67,1.22,0.14,3.24,33.0,0.07,2024-01-22,56,Senior Bull Calf,2.0,2024
170,9,12,13,22,17,"Kesabe's Moonshine Road (PV,D)",2023-11-09,441.0,913.0,1.96,11.43,1.25,0.19,2.76,33.0,0.06,2025-01-23,56,Senior Bull Calf,2.0,2025
171,10,17,4,25,20,Silva's Sugar Daddy (D),2021-11-18,431.0,950.0,2.09,11.99,1.26,0.1,2.29,31.0,0.07,2023-01-23,56,Senior Bull Calf,2.0,2023
172,20,20,3,9,14,"Windemere Bolt (AI,D)",2013-09-11,498.0,855.0,1.62,12.45,1.46,0.23,2.15,35.0,0.07,2015-01-22,52,Senior Bull Calf,2.0,2015
173,25,13,6,7,3,Kesabe's Hot Tamale (D),2022-11-14,434.0,715.0,1.53,11.53,1.61,0.11,2.35,36.0,0.08,2024-01-22,51,Senior Bull Calf,2.0,2024
174,2,7,18,23,22,RTH Jefferson (D),2020-10-30,451.0,974.0,2.05,10.64,1.09,0.17,3.22,37.0,0.08,2022-01-24,50,Senior Bull Calf,2.0,2022
175,7,8,24,11,16,"J Bar T's Conan (AI,D)",2016-10-01,478.0,872.0,1.72,10.73,1.23,0.09,3.53,35.0,0.07,2018-01-22,50,Senior Bull Calf,2.0,2018
176,17,15,7,10,12,"TC Murdach (AI,D)",2023-10-02,479.0,836.0,1.64,11.69,1.4,0.15,2.39,38.0,0.03,2025-01-23,49,Senior Bull Calf,2.0,2025
177,14,9,14,4,9,TJH Paladin (D),2022-09-01,508.0,819.0,1.51,11.02,1.35,0.11,2.95,37.0,0.07,2024-01-22,41,Senior Bull Calf,2.0,2024
178,18,5,10,8,2,"Gryphon Epsilon Rampion (PV,D)",2022-11-22,426.0,705.0,1.54,10.19,1.45,0.14,2.62,32.0,0.08,2024-01-22,41,Senior Bull Calf,2.0,2024
179,8,4,23,3,6,Magic of Dundonald (D),2022-09-15,494.0,778.0,1.47,9.65,1.24,0.43,3.51,37.0,0.07,2024-01-22,38,Senior Bull Calf,2.0,2024
180,12,6,15,5,8,Colored Rain Thunder (D),2013-09-07,502.0,812.0,1.52,10.61,1.31,0.18,2.96,31.0,0.06,2015-01-22,38,Senior Bull Calf,2.0,2015
181,3,11,1,20,24,TJH Chunka Loaf (D),2023-09-06,505.0,1013.0,1.91,11.41,1.13,0.18,1.14,34.0,0.06,2025-01-23,35,Senior Bull Calf,2.0,2025
182,1,1,26,6,7,KCC Willie (D),2021-09-25,485.0,785.0,1.52,8.32,1.06,0.15,3.64,35.0,0.07,2023-01-23,34,Senior Bull Calf,2.0,2023
183,28,2,2,1,1,Hartman Highland Fergus (D),2018-11-27,419.0,472.0,1.01,8.4,1.78,0.06,2.1,29.0,0.07,2020-01-20,33,Senior Bull Calf,2.0,2020
184,4,3,20,2,4,"Hercules Dubh AH Ranch (AI,D)",2018-09-30,477.0,740.0,1.45,9.02,1.22,0.41,3.33,35.0,0.07,2020-01-20,29,Senior Bull Calf,2.0,2020
185,26,40,36,37,38,"SkyeHigh HamishMacbeth (ET,D)",2012-05-09,624.0,1403.0,2.17,18.673,1.33,0.274,4.145,34.0,0.05,2014-01-23,139,Intermediate Yearling Bull,,2014
186,7,39,40,40,40,"Trafalgar Finley (ET,D)",2017-05-02,629.0,1527.0,2.35,17.72,1.16,0.26,4.75,42.5,0.07,2019-01-21,126,Intermediate Yearling Bull,,2019
187,35,37,32,20,22,Bennachie's MacArthur (D),2014-05-18,613.0,1134.0,1.77,16.54,1.46,0.14,3.62,35.0,0.06,2016-01-21,124,Intermediate Yearling Bull,,2016
188,33,38,27,25,26,"CSF Rutherford (AI,D)",2016-05-18,614.0,1179.0,1.84,16.54,1.4,0.19,3.47,40.0,0.07,2018-01-22,123,Intermediate Yearling Bull,,2018
189,39,33,37,13,14,"Thor Dubh of AH Ranch (AI,D)",2018-06-16,583.0,1042.0,1.7,16.21,1.56,0.09,4.28,36.0,0.06,2020-01-20,122,Intermediate Yearling Bull,,2020
190,40,31,20,23,13,J Bar T's Xtreme (D),2016-08-06,534.0,1024.0,1.82,16.05,1.57,0.16,3.28,39.0,0.07,2018-01-22,114,Intermediate Yearling Bull,,2018
191,29,35,19,30,33,Holy Cross Iron Mike (D),2022-05-22,610.0,1217.0,1.91,16.4,1.35,0.09,3.2,39.0,0.06,2024-01-22,113,Intermediate Yearling Bull,,2024
192,24,28,33,27,27,Barton of Pine Meadow (D),2018-05-21,609.0,1186.0,1.87,15.68,1.32,0.18,3.73,37.0,0.06,2020-01-20,112,Intermediate Yearling Bull,,2020
193,27,32,22,29,31,Keltie of Highland Spice (D),2021-05-17,616.0,1208.0,1.88,16.15,1.34,0.2,3.32,35.0,0.06,2023-01-23,110,Intermediate Yearling Bull,,2023
194,37,34,5,32,16,"Beaverheads Brodgar (AI,D)",2012-08-20,521.0,1059.0,1.94,16.312,1.54,0.195,2.24,32.0,0.06,2014-01-23,108,Intermediate Yearling Bull,,2014
195,31,29,23,21,23,Trafalgar Jake (D),2020-05-29,605.0,1141.0,1.8,15.74,1.38,0.19,3.37,36.5,0.06,2022-01-24,104,Intermediate Yearling Bull,,2022
196,15,24,35,26,32,Flatheads Ben Alter (D),2014-05-02,629.0,1209.0,1.84,14.81,1.22,0.14,4.13,42.0,0.07,2016-01-21,100,Intermediate Yearling Bull,,2016
197,14,22,28,35,29,Silva's Double Harley (D),2017-07-08,562.0,1196.0,2.04,14.59,1.22,0.19,3.52,36.0,0.06,2019-01-21,99,Intermediate Yearling Bull,,2019
198,8,36,15,38,39,Trafalgar Killian (D),2021-05-28,605.0,1417.0,2.26,16.43,1.16,0.18,2.84,40.0,0.07,2023-01-23,97,Intermediate Yearling Bull,,2023
199,16,23,26,31,30,"MES Ragnarok (AI,PV,D)",2022-06-06,595.0,1203.0,1.94,14.74,1.23,0.11,3.46,41.5,0.07,2024-01-22,96,Intermediate Yearling Bull,,2024
200,17,13,39,24,18,Clearwater's Ferb (D),2013-07-12,559.0,1077.0,1.84,13.43,1.25,0.24,4.44,38.0,0.07,2015-01-22,93,Intermediate Yearling Bull,,2015
201,19,30,11,33,35,Flatheads Tamdhu (D),2017-05-07,624.0,1272.0,1.96,15.94,1.25,0.12,2.58,38.0,0.06,2019-01-21,93,Intermediate Yearling Bull,,2019
202,28,26,24,14,21,CSF Roosevelt (D),2018-05-06,624.0,1120.0,1.71,15.01,1.34,0.26,3.42,40.0,0.06,2020-01-20,92,Intermediate Yearling Bull,,2020
203,32,18,31,7,11,RAM Just Bob (D),2014-05-02,629.0,1016.0,1.54,14.02,1.38,0.18,3.57,33.0,0.05,2016-01-21,88,Intermediate Yearling Bull,,2016
204,12,25,16,34,34,Trafalgar Blain (D),2013-06-06,595.0,1245.0,2.01,14.98,1.2,0.23,2.85,36.0,0.06,2015-01-22,87,Intermediate Yearling Bull,,2015
205,23,15,29,16,15,"CSF John Yuma (AI,D)",2017-06-22,578.0,1050.0,1.73,13.52,1.29,0.18,3.52,40.0,0.07,2019-01-21,83,Intermediate Yearling Bull,,2019
206,5,20,21,36,36,Shat Acres Raisin Cain (D),2013-06-01,600.0,1280.0,2.05,14.33,1.12,0.16,3.3,40.0,0.07,2015-01-22,82,Intermediate Yearling Bull,,2015
207,38,1,38,1,1,Colored Rain Loki (D),2014-06-30,570.0,546.0,0.87,8.49,1.55,0.12,4.42,24.0,0.04,2016-01-21,78,Intermediate Yearling Bull,,2016
208,30,27,4,17,24,SWM Swipe Right (D),2020-05-02,632.0,1146.0,1.73,15.59,1.36,0.12,2.23,37.0,0.06,2022-01-24,78,Intermediate Yearling Bull,,2022
209,36,17,18,5,7,Holy Cross Jack Hammer (D),2022-05-20,612.0,936.0,1.45,13.96,1.49,0.09,3.03,36.0,0.06,2024-01-22,76,Intermediate Yearling Bull,,2024
210,25,21,12,12,19,"Barclay of Pine Meadow (AI,D)",2017-05-10,621.0,1087.0,1.67,14.47,1.33,0.17,2.65,35.5,0.06,2019-01-21,70,Intermediate Yearling Bull,,2019
211,21,16,13,19,20,"CBS Matrix (AI,D)",2018-06-07,592.0,1095.0,1.77,13.68,1.25,0.24,2.7,37.0,0.06,2020-01-20,69,Intermediate Yearling Bull,,2020
212,34,11,8,15,6,"Windemere Barron (AI,D)",2013-08-27,513.0,928.0,1.71,13.11,1.41,0.25,2.43,33.0,0.06,2015-01-22,68,Intermediate Yearling Bull,,2015
213,1,10,34,22,28,Kesabe's Walking Taco (D),2020-05-05,629.0,1192.0,1.82,12.1,1.02,0.43,4.08,37.0,0.06,2022-01-24,67,Intermediate Yearling Bull,,2022
214,2,19,2,39,37,"Mid-Lakes Tantor (AI,PV,D)",2023-07-15,558.0,1337.0,2.31,14.15,1.06,0.19,2.12,41.0,0.1,2025-01-23,62,Intermediate Yearling Bull,,2025
215,11,8,30,9,10,JPEL'S Shauhn (D),2016-06-16,585.0,973.0,1.58,11.69,1.2,0.26,3.53,37.0,0.06,2018-01-22,58,Intermediate Yearling Bull,,2018
216,10,9,9,28,12,"BDR Knox Your Socks Off (AI,D)",2021-08-21,520.0,1022.0,1.87,12.07,1.18,0.19,2.44,37.0,0.07,2023-01-23,56,Intermediate Yearling Bull,,2023
217,20,6,25,4,4,LCT Peanut (D),2021-06-24,578.0,871.0,1.42,10.86,1.25,0.17,3.45,37.0,0.06,2023-01-23,55,Intermediate Yearling Bull,,2023
218,22,14,7,10,17,Flatheads Lal (D),2012-05-02,631.0,1067.0,1.61,13.476,1.26,0.301,2.342,36.0,0.06,2014-01-23,53,Intermediate Yearling Bull,,2014
219,6,12,1,18,25,"GRZ Blueberry Hill (AI,D)",2023-05-09,625.0,1153.0,1.76,13.31,1.15,0.2,1.43,40.0,0.04,2025-01-23,37,Intermediate Yearling Bull,,2025
220,18,3,10,2,2,"Gryphon Dalmeny Iberis (PV,D)",2022-08-08,532.0,749.0,1.31,9.39,1.25,0.1,2.55,32.0,0.06,2024-01-22,33,Intermediate Yearling Bull,,2024
221,13,7,3,8,9,"Brigadoons Dukes Dutch (AI,D)",2018-06-26,573.0,948.0,1.57,11.6,1.22,0.08,2.13,32.0,0.06,2020-01-20,31,Intermediate Yearling Bull,,2020
222,9,5,6,11,5,TJH Rocky (D),2021-08-05,536.0,918.0,1.62,10.8,1.18,0.1,2.28,33.0,0.06,2023-01-23,31,Intermediate Yearling Bull,,2023
223,4,4,14,6,8,"RSO Tahonta (PV,D)",2021-05-23,610.0,948.0,1.47,10.42,1.1,0.09,2.81,37.0,0.06,2023-01-23,28,Intermediate Yearling Bull,,2023
224,3,2,17,3,3,BFL Jack (D),2021-06-24,578.0,844.0,1.37,9.08,1.08,0.1,2.91,33.0,0.06,2023-01-23,25,Intermediate Yearling Bull,,2023
225,46,49,49,47,39,RTH Grissom (D),2018-04-17,643.0,1409.0,2.11,20.6,1.46,0.37,5.11,42.0,0.07,2020-01-20,191,Junior Yearling Bull,,2020
226,43,48,47,43,37,Flatheads Deveron (D),2014-04-06,655.0,1385.0,2.04,19.45,1.4,0.21,4.71,39.0,0.06,2016-01-21,181,Junior Yearling Bull,,2016
227,47,47,30,36,26,CBS Yaz's Yukon Jack (D),2012-04-20,643.0,1277.0,1.91,18.735,1.47,0.424,3.604,41.0,0.06,2014-01-23,160,Junior Yearling Bull,,2014
228,38,44,42,35,33,Skye High Cornerstone (D),2014-03-10,682.0,1348.0,1.9,17.92,1.33,0.21,4.03,45.0,0.07,2016-01-21,159,Junior Yearling Bull,,2016
229,44,45,25,38,27,J Bar T's Myster Steel (D),2016-04-19,643.0,1287.0,1.92,18.13,1.41,0.25,3.35,44.0,0.07,2018-01-22,152,Junior Yearling Bull,,2018
230,32,34,46,37,31,SC Finnegan (D),2017-03-23,669.0,1334.0,1.92,16.81,1.26,0.25,4.36,42.0,0.06,2019-01-21,149,Junior Yearling Bull,,2019
231,18,37,41,49,48,Howling Springs Barron the Bull (D),2022-03-17,676.0,1488.0,2.13,17.07,1.15,0.3,4.0,41.0,0.06,2024-01-22,145,Junior Yearling Bull,,2024
232,19,40,45,39,47,"STR Armageddon (ET,D)",2017-01-03,748.0,1486.0,1.92,17.46,1.17,0.19,4.29,40.0,0.05,2019-01-21,143,Junior Yearling Bull,,2019
233,39,46,15,41,34,BRF Mr. Big (D),2013-04-07,655.0,1361.0,2.0,18.38,1.35,0.2,3.05,38.0,0.06,2015-01-22,141,Junior Yearling Bull,,2015
234,45,42,23,26,21,"STR Optimus Prime (AI,D)",2014-03-17,675.0,1253.0,1.78,17.68,1.41,0.14,3.33,35.0,0.05,2016-01-21,136,Junior Yearling Bull,,2016
235,24,39,40,30,43,"BRF Bernie (ET,D)",2013-01-10,742.0,1429.0,1.86,17.4,1.22,0.21,3.92,37.0,0.05,2015-01-22,133,Junior Yearling Bull,,2015
236,37,35,29,27,25,Skye High Ego-Trip (D),2016-03-06,687.0,1274.0,1.78,16.88,1.32,0.3,3.55,38.0,0.06,2018-01-22,128,Junior Yearling Bull,,2018
237,11,25,43,48,41,Spring Creek Easton (D),2016-04-20,642.0,1414.0,2.12,15.64,1.11,0.25,4.05,40.0,0.06,2018-01-22,127,Junior Yearling Bull,,2018
238,22,41,17,45,45,Holy Cross Black Jack (D),2018-03-24,667.0,1448.0,2.1,17.48,1.21,0.38,3.05,38.0,0.06,2020-01-20,125,Junior Yearling Bull,,2020
239,13,31,34,46,44,CBS Clark Kent (D),2017-04-02,659.0,1432.0,2.1,15.93,1.11,0.18,3.7,40.0,0.06,2019-01-21,124,Junior Yearling Bull,,2019
240,20,29,33,42,35,"Skye High Kodiak Pinch (PV,D)",2021-04-19,644.0,1363.0,2.04,15.93,1.17,0.27,3.65,43.0,0.07,2023-01-23,124,Junior Yearling Bull,,2023
241,48,43,13,16,10,"HSC Greyson (AI,D)",2018-04-03,657.0,1160.0,1.69,17.82,1.54,0.23,2.96,37.5,0.06,2020-01-20,120,Junior Yearling Bull,,2020
242,31,32,37,19,28,"LSK Zero (AI,D)",2014-02-01,719.0,1293.0,1.73,16.19,1.25,0.14,3.75,36.0,0.05,2016-01-21,119,Junior Yearling Bull,,2016
243,25,38,20,33,42,"BRF E.E.E. (Triple E) (ET,D)",2016-01-26,727.0,1427.0,1.89,17.34,1.22,0.26,3.28,41.0,0.06,2018-01-22,116,Junior Yearling Bull,,2018
244,29,26,35,25,22,"Almosta Farm's Oscar (PV,D)",2022-03-17,676.0,1253.0,1.78,15.66,1.25,0.17,3.71,41.0,0.06,2024-01-22,115,Junior Yearling Bull,,2024
245,15,19,38,32,30,Maple Hill Cecil (D),2014-03-12,680.0,1331.0,1.88,15.21,1.14,0.16,3.78,42.0,0.06,2016-01-21,104,Junior Yearling Bull,,2016
246,30,28,27,18,24,"HHH Gold Kanyon (PV,D)",2021-02-13,709.0,1263.0,1.71,15.78,1.25,0.28,3.37,40.0,0.06,2023-01-23,103,Junior Yearling Bull,,2023
247,41,33,6,20,13,CBS Laredo (D),2013-04-04,658.0,1192.0,1.74,16.54,1.39,0.1,2.43,37.0,0.06,2015-01-22,100,Junior Yearling Bull,,2015
248,34,30,4,28,20,ARR Dharma's Leonidas (D),2016-03-30,663.0,1238.0,1.79,15.93,1.29,0.19,2.39,35.5,0.05,2018-01-22,96,Junior Yearling Bull,,2018
249,26,11,48,9,6,Oscar of Swalander (D),2012-04-02,661.0,1116.0,1.61,13.834,1.24,0.17,4.78,43.0,0.07,2014-01-23,94,Junior Yearling Bull,,2014
250,40,36,5,12,18,Skye High Bohemian (D),2013-02-12,709.0,1227.0,1.66,17.03,1.39,0.23,2.42,34.0,0.05,2015-01-22,93,Junior Yearling Bull,,2015
251,8,20,18,44,46,"11M Ranch Fergus (PV,D)",2023-03-28,667.0,1448.0,2.1,15.36,1.06,0.21,3.07,39.0,0.08,2025-01-23,90,Junior Yearling Bull,,2025
252,6,14,44,23,32,EFH Maverick (D),2021-01-11,742.0,1339.0,1.74,14.04,1.05,0.09,4.23,40.0,0.05,2023-01-23,87,Junior Yearling Bull,,2023
253,35,27,12,13,16,"Beyond Hope RW's Seamus (AI,D)",2021-03-02,692.0,1208.0,1.67,15.7,1.3,0.19,2.96,33.0,0.05,2023-01-23,87,Junior Yearling Bull,,2023
254,12,23,22,29,38,STR Homeland (D),2020-01-05,750.0,1407.0,1.81,15.56,1.11,0.28,3.3,40.0,0.05,2022-01-24,86,Junior Yearling Bull,,2022
255,27,24,24,10,23,"STR Samuel (ET,PV,D)",2021-01-11,742.0,1263.0,1.63,15.6,1.24,0.21,3.33,40.0,0.05,2023-01-23,85,Junior Yearling Bull,,2023
256,21,16,26,22,19,"HAN Onix (AI,PV,D)",2022-03-16,677.0,1230.0,1.74,14.59,1.19,0.22,3.35,39.5,0.06,2024-01-22,85,Junior Yearling Bull,,2024
257,42,22,14,6,5,CBS Brock (D),2012-03-26,668.0,1100.0,1.57,15.451,1.4,0.336,3.037,34.0,0.05,2014-01-23,84,Junior Yearling Bull,,2014
258,36,17,19,8,7,JCS Flint (D),2018-03-21,670.0,1118.0,1.59,14.81,1.32,0.42,3.1,35.0,0.05,2020-01-20,80,Junior Yearling Bull,,2020
259,5,15,28,31,36,JBTs William The Head (D),2017-02-18,702.0,1366.0,1.87,14.04,1.03,0.23,3.37,38.5,0.05,2019-01-21,79,Junior Yearling Bull,,2019
260,1,4,39,34,40,"HSC Jorge (ET,D)",2020-02-05,719.0,1412.0,1.89,12.09,0.86,0.27,3.9,40.0,0.06,2022-01-24,78,Junior Yearling Bull,,2022
261,49,18,8,2,1,Colored Rain Casper (D),2012-04-12,651.0,927.0,1.35,15.102,1.63,0.195,2.698,33.0,0.05,2014-01-23,77,Junior Yearling Bull,,2014
262,4,21,10,40,49,"Trafalgar Maddox (ET,PV,D)",2023-01-03,751.0,1508.0,1.94,15.41,1.02,0.24,2.78,40.0,0.08,2025-01-23,75,Junior Yearling Bull,,2025
263,33,3,32,1,2,"MTC Fearghus of Tranquility (AI,PV,D)",2022-03-06,687.0,937.0,1.29,11.86,1.27,0.18,3.63,35.0,0.05,2024-01-22,69,Junior Yearling Bull,,2024
264,10,5,36,15,8,Kesabe's Mayhem (D),2023-04-29,635.0,1126.0,1.69,12.32,1.09,0.3,3.74,38.0,0.03,2025-01-23,66,Junior Yearling Bull,,2025
265,17,12,11,21,15,Flatheads Big Horn (D),2020-04-01,663.0,1205.0,1.74,13.89,1.15,0.28,2.81,39.0,0.06,2022-01-24,61,Junior Yearling Bull,,2022
266,23,9,21,4,4,Dundonald's Cho Sona (D),2017-02-06,714.0,1095.0,1.46,13.3,1.21,0.19,3.29,35.0,0.05,2019-01-21,57,Junior Yearling Bull,,2019
267,28,13,7,5,9,"Skye High Auchlevin (AI,D)",2012-02-08,715.0,1130.0,1.51,13.985,1.24,0.274,2.478,35.0,0.05,2014-01-23,53,Junior Yearling Bull,,2014
268,9,7,16,14,12,Basswood4 of Dundonald (D),2013-03-24,669.0,1181.0,1.69,12.64,1.07,0.21,3.05,37.0,0.06,2015-01-22,46,Junior Yearling Bull,,2015
269,2,1,31,7,17,"STR Dawson (ET,PV,D)",2023-01-11,743.0,1227.0,1.58,11.43,0.93,0.18,3.62,44.0,0.03,2025-01-23,41,Junior Yearling Bull,,2025
270,3,8,2,24,29,GNH Saint Valentine (D),2023-02-15,708.0,1304.0,1.77,12.73,0.98,0.18,2.18,41.0,0.05,2025-01-23,37,Junior Yearling Bull,,2025
271,14,10,1,11,14,"SWM American Creed (ET,PV,D)",2023-03-02,693.0,1197.0,1.66,13.36,1.12,0.17,1.93,37.0,0.03,2025-01-23,36,Junior Yearling Bull,,2025
272,7,6,3,17,11,"MHH Executive Order (AI,D)",2020-03-27,668.0,1179.0,1.69,12.42,1.05,0.14,2.37,39.0,0.06,2022-01-24,33,Junior Yearling Bull,,2022
273,16,2,9,3,3,SFF Quartermaster (D),2022-04-05,657.0,993.0,1.44,11.44,1.15,0.15,2.71,33.0,0.05,2024-01-22,30,Junior Yearling Bull,,2024
274,43,46,32,32,38,FPH Jasper (D),2015-04-02,1026.0,1831.0,1.74,24.69,1.35,0.24,4.63,36.5,0.04,2018-01-22,153,Senior Bull,,2018
275,38,44,29,40,34,Trafalgar Yann (D),2011-05-25,974.0,1809.0,1.81,21.941,1.21,0.29,4.36,41.0,0.04,2014-01-23,151,Senior Bull,,2014
276,39,41,40,26,21,STR Special Edition (D),2015-04-27,1001.0,1715.0,1.66,21.01,1.23,0.58,4.91,40.0,0.04,2018-01-22,146,Senior Bull,,2018
277,17,40,36,43,46,J Bar T's Myster Steel (D),2016-04-19,1007.0,1955.0,1.89,20.99,1.07,0.58,4.87,44.0,0.04,2019-01-21,136,Senior Bull,,2019
278,41,45,31,17,30,Finley Falls Duncan (D),2015-01-09,1109.0,1776.0,1.56,22.2,1.25,0.35,4.44,41.5,0.04,2018-01-22,134,Senior Bull,,2018
279,22,37,46,29,35,Basswood4 of Dundonald (D),2013-03-24,1033.0,1810.0,1.7,20.13,1.11,0.27,5.36,39.0,0.04,2016-01-21,134,Senior Bull,,2016
280,36,31,45,12,15,Twinflower Joseph (D),2013-04-07,1019.0,1578.0,1.5,18.88,1.2,0.16,5.35,43.0,0.04,2016-01-21,124,Senior Bull,,2016
281,15,28,41,39,29,Shat Acres Raisin Cain (D),2013-06-01,964.0,1774.0,1.79,18.67,1.05,0.19,4.99,42.0,0.04,2016-01-21,123,Senior Bull,,2016
282,42,43,23,14,19,Almosta Farm's Brogan (D),2015-03-17,1042.0,1632.0,1.52,21.84,1.34,0.18,4.09,43.0,0.04,2018-01-22,122,Senior Bull,,2018
283,31,25,28,36,16,"Summit Ranch Fritz (ET,D)",2017-09-02,870.0,1595.0,1.78,18.33,1.15,0.39,4.25,38.0,0.04,2020-01-20,120,Senior Bull,,2020
284,33,39,33,15,25,"BRF Bernie (ET,D)",2013-01-10,1106.0,1742.0,1.53,20.54,1.18,0.16,4.75,38.0,0.03,2016-01-21,120,Senior Bull,,2016
285,7,23,44,44,43,STR Revolution (D),2016-05-29,967.0,1902.0,1.92,18.29,0.96,0.41,5.34,45.25,0.05,2019-01-21,118,Senior Bull,,2019
286,26,36,38,18,31,"STR Armageddon (ET,D)",2017-01-03,1112.0,1780.0,1.56,19.88,1.12,0.33,4.88,40.0,0.04,2020-01-20,118,Senior Bull,,2020
287,14,33,37,34,41,SC Finnegan (D),2017-03-23,1033.0,1875.0,1.77,19.55,1.04,0.4,4.87,45.0,0.04,2020-01-20,118,Senior Bull,,2020
288,10,29,35,38,39,Spring Creek Easton (D),2016-04-20,1006.0,1837.0,1.78,18.8,1.02,0.39,4.84,42.0,0.04,2019-01-21,112,Senior Bull,,2019
289,24,32,39,16,24,"BRF E.E.E. (Triple E) (ET,D)",2016-01-26,1091.0,1739.0,1.55,19.41,1.12,0.34,4.89,43.5,0.04,2019-01-21,111,Senior Bull,,2019
290,44,38,21,6,11,BRF Yukon (D),2011-03-04,1056.0,1491.0,1.36,20.34,1.36,0.544,3.78,40.0,0.04,2014-01-23,109,Senior Bull,,2014
291,20,18,43,28,18,Clearwater's Ferb (D),2013-07-12,923.0,1623.0,1.7,17.65,1.09,0.3,5.3,38.0,0.04,2016-01-21,109,Senior Bull,,2016
292,13,26,24,46,33,"Howling Springs King Maker  (ET,D)",2019-11-12,804.0,1791.0,2.17,18.36,1.03,0.32,4.09,45.0,0.06,2022-01-24,109,Senior Bull,,2022
293,45,42,5,11,13,"Defiance of Dundonald (AI,D)",2015-04-25,1003.0,1535.0,1.48,21.61,1.41,0.25,2.61,43.0,0.04,2018-01-22,103,Senior Bull,,2018
