,rea_ratio_score,rea_score,imf_score,adg_score,weight,Name,DOB,Days_Old,Weight,ADG,REA,REA_per_100,Backfat,%IMF,Scrotal,scrotal_cm_per_day,Meas_Date,bull_score,Class,Meas_Delta_yr,Meas_Year
147,41,31,36,62,43,"Holy Cross Roman (PV,D)",2025-04-03,294.0,638.0,2.0,9.24,1.45,0.19,2.6,29.0,0.05,2026-01-22,170,Junior Bull Calf,,2026
148,59,45,38,27,46,RAM Wyatt (D),2019-02-28,326.0,641.0,1.81,10.06,1.57,0.12,2.67,28.0,0.09,2020-01-20,169,Junior Bull Calf,,2020
149,15,16,48,84,57,"Flatheads North Fork (PV,D)",2021-04-12,287.0,668.0,2.15,8.31,1.24,0.09,2.86,30.0,0.1,2022-01-24,163,Junior Bull Calf,,2022
150,1,35,30,96,105,"FSH Maxamillion (ET,D)",2021-01-25,364.0,872.0,2.26,9.36,1.07,0.08,2.54,41.0,0.11,2022-01-24,162,Junior Bull Calf,,2022
151,11,18,47,83,74,Holy Cross Red Ryder (D),2021-03-23,307.0,706.0,2.14,8.46,1.2,0.05,2.85,33.0,0.11,2022-01-24,159,Junior Bull Calf,,2022
152,55,37,17,49,34,Flatheads Dunn (D),2018-04-06,290.0,613.0,1.94,9.52,1.55,0.07,2.27,30.0,0.1,2019-01-21,158,Junior Bull Calf,,2019
153,10,49,20,78,101,"STR Ruthless Game (AI,D)",2014-01-03,384.0,858.0,2.1,10.23,1.19,0.19,2.43,38.5,0.1,2015-01-22,157,Junior Bull Calf,,2015
154,63,40,19,30,37,"STR Optimum Prime (AI,D)",2014-03-17,311.0,618.0,1.83,9.84,1.59,0.19,2.35,28.0,0.09,2015-01-22,152,Junior Bull Calf,,2015
155,38,26,44,42,33,Bennachie's Zorro (D),2014-04-05,292.0,610.0,1.92,8.8,1.44,0.17,2.8,29.0,0.1,2015-01-22,150,Junior Bull Calf,,2015
156,21,36,42,50,76,"CBS Jameson (AI,D)",2014-02-15,341.0,712.0,1.94,9.43,1.32,0.19,2.74,31.0,0.09,2015-01-22,149,Junior Bull Calf,,2015
157,24,33,77,14,64,SWM Prime Time (D),2019-01-04,381.0,677.0,1.65,9.32,1.38,0.09,3.27,35.5,0.09,2020-01-20,148,Junior Bull Calf,,2020
158,52,19,61,11,15,Maple Hill Cecil (D),2014-03-12,316.0,559.0,1.61,8.53,1.53,0.13,2.98,28.0,0.09,2015-01-22,143,Junior Bull Calf,,2015
159,30,27,18,63,40,"Pell Creeks Pendleton (AI,D)",2014-04-10,287.0,627.0,2.01,8.87,1.41,0.19,2.32,30.0,0.1,2015-01-22,138,Junior Bull Calf,,2015
160,16,14,46,57,54,SA Flynn (D),2017-03-21,307.0,656.0,1.97,8.18,1.25,0.09,2.82,28.0,0.09,2018-01-22,133,Junior Bull Calf,,2018
161,31,21,39,37,30,RAM Rumble (D),2018-03-29,298.0,606.0,1.87,8.56,1.41,0.24,2.67,31.5,0.11,2019-01-21,128,Junior Bull Calf,,2019
162,46,22,15,23,19,Almosta Farm's Beau (D),2017-03-27,301.0,577.0,1.75,8.59,1.49,0.09,2.22,31.0,0.1,2018-01-22,106,Junior Bull Calf,,2018
163,7,5,65,26,55,"Finn of Flatland Farm (AI,PV,D)",2023-02-20,336.0,657.0,1.81,7.56,1.15,0.13,3.03,33.0,0.1,2024-01-22,103,Junior Bull Calf,,2024
164,33,17,10,32,26,RAM Bodacious (D),2022-04-02,296.0,594.0,1.84,8.42,1.42,0.09,2.12,30.0,0.1,2023-01-23,92,Junior Bull Calf,,2023
165,18,3,22,33,13,Double LL Fella (D),2017-04-30,267.0,544.0,1.85,6.9,1.27,0.16,2.44,25.0,0.09,2018-01-22,76,Junior Bull Calf,,2018
166,58,6,4,2,5,"Kesabe's Nacho Average Joe (PV,D)",2025-03-23,305.0,487.0,1.43,7.6,1.56,0.13,1.18,28.0,0.04,2026-01-22,70,Junior Bull Calf,,2026
167,2,1,12,48,21,Rocky Acres Tspoon (D),2021-04-23,276.0,584.0,1.93,6.3,1.08,0.06,2.13,29.5,0.11,2022-01-24,63,Junior Bull Calf,,2022
168,20,12,9,21,35,"Beyond Hope RW's Seamus (AI,D)",2021-03-02,328.0,615.0,1.72,7.98,1.3,0.07,1.85,28.0,0.09,2022-01-24,62,Junior Bull Calf,,2022
169,40,4,7,4,8,"Kesabe's Riot Act (ET,PV,D)",2025-03-17,311.0,501.0,1.45,7.25,1.45,0.25,1.6,27.0,0.04,2026-01-22,55,Junior Bull Calf,,2026
170,19,7,3,24,31,"OG Try Your Luck (PV,D)",2025-03-17,311.0,606.0,1.79,7.73,1.28,0.13,0.88,26.0,0.04,2026-01-22,53,Junior Bull Calf,,2026
171,22,13,11,6,27,Highland Acres Blackjack (D),2021-01-26,363.0,594.0,1.5,8.02,1.35,0.04,2.13,30.0,0.08,2022-01-24,52,Junior Bull Calf,,2022
172,12,2,6,29,12,"BFL Herbert (PV,D)",2025-04-26,271.0,543.0,1.82,6.64,1.22,0.13,1.34,29.0,0.05,2026-01-22,49,Junior Bull Calf,,2026
173,30,32,31,22,26,"Windemere Everest (AI,D)",2016-09-07,502.0,1022.0,1.94,17.92,1.75,0.16,3.8,38.0,0.08,2018-01-22,115,Senior Bull Calf,2.0,2018
174,17,29,32,25,28,LEA Niadh (D),2017-09-01,507.0,1102.0,2.07,14.93,1.35,0.34,4.12,35.0,0.07,2019-01-21,103,Senior Bull Calf,2.0,2019
175,28,28,12,27,20,J Bar T's Iron Mike (D),2014-12-10,407.0,925.0,2.15,14.73,1.59,0.18,2.61,36.0,0.09,2016-01-21,95,Senior Bull Calf,2.0,2016
176,31,26,16,17,13,Zorrow 8 of Dundonald (D),2012-11-17,432.0,824.0,1.79,14.5,1.76,0.282,2.737,33.0,0.08,2014-01-23,90,Senior Bull Calf,2.0,2014
177,12,25,21,28,30,"WL Lincoln (ET,D)",2022-09-12,497.0,1132.0,2.18,14.42,1.27,0.24,3.18,40.0,0.08,2024-01-22,86,Senior Bull Calf,2.0,2024
178,22,18,27,19,12,Homestead's Gryphon (D),2018-11-24,422.0,822.0,1.83,12.04,1.46,0.09,3.51,35.0,0.08,2020-01-20,86,Senior Bull Calf,2.0,2020
179,23,27,14,21,25,"Summit Ranch Fritz (ET,D)",2017-09-02,506.0,999.0,1.88,14.58,1.46,0.26,2.64,33.0,0.07,2019-01-21,85,Senior Bull Calf,2.0,2019
180,4,30,19,31,31,"Kesabe's Moonshine Road (PV,D)",2023-11-09,441.0,1386.0,3.03,16.38,1.18,0.25,3.01,35.0,0.04,2025-01-23,84,Senior Bull Calf,2.0,2025
181,3,31,15,32,32,"TC Murdach (AI,D)",2023-10-02,479.0,1543.0,3.12,17.39,1.13,0.23,2.72,42.0,0.06,2025-01-23,81,Senior Bull Calf,2.0,2025
182,26,12,25,14,6,"HHH Black Kanyon (PV,D)",2021-12-22,397.0,742.0,1.74,11.18,1.51,0.17,3.37,31.0,0.08,2023-01-23,77,Senior Bull Calf,2.0,2023
183,15,15,29,18,17,Kesabe's Homebrew (D),2021-10-26,454.0,870.0,1.81,11.71,1.35,0.17,3.56,33.0,0.07,2023-01-23,77,Senior Bull Calf,2.0,2023
184,27,22,8,16,15,ARR Hurricane Hank (D),2012-10-28,452.0,842.0,1.75,13.214,1.57,0.159,2.294,32.0,0.07,2014-01-23,73,Senior Bull Calf,2.0,2014
185,6,21,11,30,27,Spring Creek General (D),2018-11-12,434.0,1060.0,2.33,12.97,1.22,0.29,2.61,41.0,0.09,2020-01-20,68,Senior Bull Calf,2.0,2020
186,14,19,20,15,19,TJH Big Chungus (D),2022-09-10,499.0,918.0,1.74,12.19,1.33,0.21,3.1,36.0,0.07,2024-01-22,68,Senior Bull Calf,2.0,2024
187,10,24,2,29,29,Neanderthal of Crocus Hill (D),2024-09-21,488.0,1127.0,2.21,14.01,1.24,0.19,1.53,34.0,0.04,2026-01-22,65,Senior Bull Calf,2.0,2026
188,18,23,1,23,24,"Sir Mikha'el of Noble Bear (PV,D)",2024-09-28,481.0,987.0,1.95,13.83,1.4,0.19,1.3,37.0,0.05,2026-01-22,65,Senior Bull Calf,2.0,2026
189,7,14,23,20,22,CBS Red Alert (D),2022-09-18,491.0,959.0,1.85,11.67,1.22,0.14,3.24,33.0,0.07,2024-01-22,64,Senior Bull Calf,2.0,2024
190,11,17,7,26,21,Silva's Sugar Daddy (D),2021-11-18,431.0,950.0,2.09,11.99,1.26,0.1,2.29,31.0,0.07,2023-01-23,61,Senior Bull Calf,2.0,2023
191,24,20,6,10,16,"Windemere Bolt (AI,D)",2013-09-11,498.0,855.0,1.62,12.45,1.46,0.23,2.15,35.0,0.07,2015-01-22,60,Senior Bull Calf,2.0,2015
192,29,13,9,8,4,Kesabe's Hot Tamale (D),2022-11-14,434.0,715.0,1.53,11.53,1.61,0.11,2.35,36.0,0.08,2024-01-22,59,Senior Bull Calf,2.0,2024
193,8,9,28,13,18,"J Bar T's Conan (AI,D)",2016-10-01,478.0,872.0,1.72,10.73,1.23,0.09,3.53,35.0,0.07,2018-01-22,58,Senior Bull Calf,2.0,2018
194,2,8,22,24,23,RTH Jefferson (D),2020-10-30,451.0,974.0,2.05,10.64,1.09,0.17,3.22,37.0,0.08,2022-01-24,56,Senior Bull Calf,2.0,2022
195,20,16,4,12,14,"Stone Fields Natrolite (PV,D)",2024-10-11,468.0,836.0,1.68,11.96,1.43,0.18,1.72,30.0,0.03,2026-01-22,52,Senior Bull Calf,2.0,2026
196,16,11,17,5,11,TJH Paladin (D),2022-09-01,508.0,819.0,1.51,11.02,1.35,0.11,2.95,37.0,0.07,2024-01-22,49,Senior Bull Calf,2.0,2024
197,21,6,13,9,3,"Gryphon Epsilon Rampion (PV,D)",2022-11-22,426.0,705.0,1.54,10.19,1.45,0.14,2.62,32.0,0.08,2024-01-22,49,Senior Bull Calf,2.0,2024
198,9,5,26,4,7,Magic of Dundonald (D),2022-09-15,494.0,778.0,1.47,9.65,1.24,0.43,3.51,37.0,0.07,2024-01-22,44,Senior Bull Calf,2.0,2024
199,13,7,18,6,10,Colored Rain Thunder (D),2013-09-07,502.0,812.0,1.52,10.61,1.31,0.18,2.96,31.0,0.06,2015-01-22,44,Senior Bull Calf,2.0,2015
200,19,10,3,11,8,"Storybrooke Nightmare (PV,D)",2024-10-31,448.0,782.0,1.63,10.99,1.41,0.19,1.57,31.0,0.04,2026-01-22,43,Senior Bull Calf,2.0,2026
201,25,4,10,2,2,PR Benaiah (D),2024-12-23,395.0,622.0,1.45,9.13,1.47,0.13,2.37,30.0,0.04,2026-01-22,41,Senior Bull Calf,2.0,2026
202,32,2,5,1,1,Hartman Highland Fergus (D),2018-11-27,419.0,472.0,1.01,8.4,1.78,0.06,2.1,29.0,0.07,2020-01-20,40,Senior Bull Calf,2.0,2020
203,1,1,30,7,9,KCC Willie (D),2021-09-25,485.0,785.0,1.52,8.32,1.06,0.15,3.64,35.0,0.07,2023-01-23,39,Senior Bull Calf,2.0,2023
204,5,3,24,3,5,"Hercules Dubh AH Ranch (AI,D)",2018-09-30,477.0,740.0,1.45,9.02,1.22,0.41,3.33,35.0,0.07,2020-01-20,35,Senior Bull Calf,2.0,2020
205,27,42,37,37,37,"SkyeHigh HamishMacbeth (ET,D)",2012-05-09,624.0,1403.0,2.17,18.673,1.33,0.274,4.145,34.0,0.05,2014-01-23,143,Intermediate Yearling Bull,,2014
206,8,41,42,39,40,"Trafalgar Finley (ET,D)",2017-05-02,629.0,1527.0,2.35,17.72,1.16,0.26,4.75,42.5,0.07,2019-01-21,130,Intermediate Yearling Bull,,2019
207,41,33,38,14,15,"Thor Dubh of AH Ranch (AI,D)",2018-06-16,583.0,1042.0,1.7,16.21,1.56,0.09,4.28,36.0,0.06,2020-01-20,126,Intermediate Yearling Bull,,2020
208,37,37,32,19,23,Bennachie's MacArthur (D),2014-05-18,613.0,1134.0,1.77,16.54,1.46,0.14,3.62,35.0,0.06,2016-01-21,125,Intermediate Yearling Bull,,2016
209,35,38,27,24,26,"CSF Rutherford (AI,D)",2016-05-18,614.0,1179.0,1.84,16.54,1.4,0.19,3.47,40.0,0.07,2018-01-22,124,Intermediate Yearling Bull,,2018
210,7,40,34,41,39,"Mid-Lakes Trailblazer (AI,PV,D)",2024-06-25,576.0,1478.0,2.48,17.07,1.15,0.24,3.9,42.0,0.05,2026-01-22,122,Intermediate Yearling Bull,,2026
211,42,31,20,22,14,J Bar T's Xtreme (D),2016-08-06,534.0,1024.0,1.82,16.05,1.57,0.16,3.28,39.0,0.07,2018-01-22,115,Intermediate Yearling Bull,,2018
212,31,35,19,30,33,Holy Cross Iron Mike (D),2022-05-22,610.0,1217.0,1.91,16.4,1.35,0.09,3.2,39.0,0.06,2024-01-22,115,Intermediate Yearling Bull,,2024
213,25,28,33,28,27,Barton of Pine Meadow (D),2018-05-21,609.0,1186.0,1.87,15.68,1.32,0.18,3.73,37.0,0.06,2020-01-20,114,Intermediate Yearling Bull,,2020
214,29,32,22,29,31,Keltie of Highland Spice (D),2021-05-17,616.0,1208.0,1.88,16.15,1.34,0.2,3.32,35.0,0.06,2023-01-23,112,Intermediate Yearling Bull,,2023
215,39,34,5,32,17,"Beaverheads Brodgar (AI,D)",2012-08-20,521.0,1059.0,1.94,16.312,1.54,0.195,2.24,32.0,0.06,2014-01-23,110,Intermediate Yearling Bull,,2014
216,33,29,23,21,24,Trafalgar Jake (D),2020-05-29,605.0,1141.0,1.8,15.74,1.38,0.19,3.37,36.5,0.06,2022-01-24,106,Intermediate Yearling Bull,,2022
217,1,19,41,42,42,"HC Cease & Desist (AI,PV,D)",2023-05-05,629.0,1620.0,2.5,14.17,0.87,0.2,4.49,41.0,0.04,2025-01-23,103,Intermediate Yearling Bull,,2025
218,22,13,40,26,19,Clearwater's Ferb (D),2013-07-12,559.0,1077.0,1.84,13.43,1.25,0.24,4.44,38.0,0.07,2015-01-22,101,Intermediate Yearling Bull,,2015
219,15,24,36,25,32,Flatheads Ben Alter (D),2014-05-02,629.0,1209.0,1.84,14.81,1.22,0.14,4.13,42.0,0.07,2016-01-21,100,Intermediate Yearling Bull,,2016
220,14,22,29,35,29,Silva's Double Harley (D),2017-07-08,562.0,1196.0,2.04,14.59,1.22,0.19,3.52,36.0,0.06,2019-01-21,100,Intermediate Yearling Bull,,2019
221,9,36,15,38,38,Trafalgar Killian (D),2021-05-28,605.0,1417.0,2.26,16.43,1.16,0.18,2.84,40.0,0.07,2023-01-23,98,Intermediate Yearling Bull,,2023
222,17,23,26,31,30,"MES Ragnarok (AI,PV,D)",2022-06-06,595.0,1203.0,1.94,14.74,1.23,0.11,3.46,41.5,0.07,2024-01-22,97,Intermediate Yearling Bull,,2024
223,28,26,24,15,22,CSF Roosevelt (D),2018-05-06,624.0,1120.0,1.71,15.01,1.34,0.26,3.42,40.0,0.06,2020-01-20,93,Intermediate Yearling Bull,,2020
224,19,30,11,33,35,Flatheads Tamdhu (D),2017-05-07,624.0,1272.0,1.96,15.94,1.25,0.12,2.58,38.0,0.06,2019-01-21,93,Intermediate Yearling Bull,,2019
225,34,18,31,8,12,RAM Just Bob (D),2014-05-02,629.0,1016.0,1.54,14.02,1.38,0.18,3.57,33.0,0.05,2016-01-21,91,Intermediate Yearling Bull,,2016
226,13,25,16,34,34,Trafalgar Blain (D),2013-06-06,595.0,1245.0,2.01,14.98,1.2,0.23,2.85,36.0,0.06,2015-01-22,88,Intermediate Yearling Bull,,2015
227,3,39,4,40,41,"GRZ Blueberry Hill (AI,D)",2023-05-09,625.0,1600.0,2.48,16.74,1.05,0.26,2.24,42.0,0.04,2025-01-23,86,Intermediate Yearling Bull,,2025
228,24,15,28,18,16,"CSF John Yuma (AI,D)",2017-06-22,578.0,1050.0,1.73,13.52,1.29,0.18,3.52,40.0,0.07,2019-01-21,85,Intermediate Yearling Bull,,2019
229,6,20,21,36,36,Shat Acres Raisin Cain (D),2013-06-01,600.0,1280.0,2.05,14.33,1.12,0.16,3.3,40.0,0.07,2015-01-22,83,Intermediate Yearling Bull,,2015
230,40,1,39,1,1,Colored Rain Loki (D),2014-06-30,570.0,546.0,0.87,8.49,1.55,0.12,4.42,24.0,0.04,2016-01-21,81,Intermediate Yearling Bull,,2016
231,38,17,18,6,8,Holy Cross Jack Hammer (D),2022-05-20,612.0,936.0,1.45,13.96,1.49,0.09,3.03,36.0,0.06,2024-01-22,79,Intermediate Yearling Bull,,2024
232,32,27,3,17,25,SWM Swipe Right (D),2020-05-02,632.0,1146.0,1.73,15.59,1.36,0.12,2.23,37.0,0.06,2022-01-24,79,Intermediate Yearling Bull,,2022
233,26,21,12,13,20,"Barclay of Pine Meadow (AI,D)",2017-05-10,621.0,1087.0,1.67,14.47,1.33,0.17,2.65,35.5,0.06,2019-01-21,72,Intermediate Yearling Bull,,2019
234,36,12,8,16,7,"Windemere Barron (AI,D)",2013-08-27,513.0,928.0,1.71,13.11,1.41,0.25,2.43,33.0,0.06,2015-01-22,72,Intermediate Yearling Bull,,2015
235,2,11,35,23,28,Kesabe's Walking Taco (D),2020-05-05,629.0,1192.0,1.82,12.1,1.02,0.43,4.08,37.0,0.06,2022-01-24,71,Intermediate Yearling Bull,,2022
236,18,16,13,20,21,"CBS Matrix (AI,D)",2018-06-07,592.0,1095.0,1.77,13.68,1.25,0.24,2.7,37.0,0.06,2020-01-20,67,Intermediate Yearling Bull,,2020
237,12,9,30,10,11,JPEL'S Shauhn (D),2016-06-16,585.0,973.0,1.58,11.69,1.2,0.26,3.53,37.0,0.06,2018-01-22,61,Intermediate Yearling Bull,,2018
238,11,10,9,27,13,"BDR Knox Your Socks Off (AI,D)",2021-08-21,520.0,1022.0,1.87,12.07,1.18,0.19,2.44,37.0,0.07,2023-01-23,57,Intermediate Yearling Bull,,2023
239,20,7,25,5,5,LCT Peanut (D),2021-06-24,578.0,871.0,1.42,10.86,1.25,0.17,3.45,37.0,0.06,2023-01-23,57,Intermediate Yearling Bull,,2023
240,23,14,7,11,18,Flatheads Lal (D),2012-05-02,631.0,1067.0,1.61,13.476,1.26,0.301,2.342,36.0,0.06,2014-01-23,55,Intermediate Yearling Bull,,2014
241,30,5,1,2,3,"Frontiera's Como (PV,D)",2024-05-24,608.0,787.0,1.21,10.54,1.34,0.12,1.74,38.0,0.04,2026-01-22,38,Intermediate Yearling Bull,,2026
242,21,3,10,3,2,"Gryphon Dalmeny Iberis (PV,D)",2022-08-08,532.0,749.0,1.31,9.39,1.25,0.1,2.55,32.0,0.06,2024-01-22,37,Intermediate Yearling Bull,,2024
243,16,8,2,9,9,"Brigadoons Dukes Dutch (AI,D)",2018-06-26,573.0,948.0,1.57,11.6,1.22,0.08,2.13,32.0,0.06,2020-01-20,35,Intermediate Yearling Bull,,2020
244,10,6,6,12,6,TJH Rocky (D),2021-08-05,536.0,918.0,1.62,10.8,1.18,0.1,2.28,33.0,0.06,2023-01-23,34,Intermediate Yearling Bull,,2023
245,5,4,14,7,10,"RSO Tahonta (PV,D)",2021-05-23,610.0,948.0,1.47,10.42,1.1,0.09,2.81,37.0,0.06,2023-01-23,30,Intermediate Yearling Bull,,2023
246,4,2,17,4,4,BFL Jack (D),2021-06-24,578.0,844.0,1.37,9.08,1.08,0.1,2.91,33.0,0.06,2023-01-23,27,Intermediate Yearling Bull,,2023
247,47,50,49,45,36,RTH Grissom (D),2018-04-17,643.0,1409.0,2.11,20.6,1.46,0.37,5.11,42.0,0.07,2020-01-20,191,Junior Yearling Bull,,2020
248,43,49,47,41,34,Flatheads Deveron (D),2014-04-06,655.0,1385.0,2.04,19.45,1.4,0.21,4.71,39.0,0.06,2016-01-21,180,Junior Yearling Bull,,2016
249,48,48,31,33,24,CBS Yaz's Yukon Jack (D),2012-04-20,643.0,1277.0,1.91,18.735,1.47,0.424,3.604,41.0,0.06,2014-01-23,160,Junior Yearling Bull,,2014
250,39,44,41,32,30,Skye High Cornerstone (D),2014-03-10,682.0,1348.0,1.9,17.92,1.33,0.21,4.03,45.0,0.07,2016-01-21,156,Junior Yearling Bull,,2016
251,46,46,27,36,25,J Bar T's Myster Steel (D),2016-04-19,643.0,1287.0,1.92,18.13,1.41,0.25,3.35,44.0,0.07,2018-01-22,155,Junior Yearling Bull,,2018
252,33,32,45,37,28,SC Finnegan (D),2017-03-23,669.0,1334.0,1.92,16.81,1.26,0.25,4.36,42.0,0.06,2019-01-21,147,Junior Yearling Bull,,2019
253,12,38,46,48,48,"KFR Samson (AI,PV,D)",2024-02-27,695.0,1543.0,2.15,17.36,1.13,0.34,4.44,44.0,0.04,2026-01-22,144,Junior Yearling Bull,,2026
254,40,47,15,40,31,BRF Mr. Big (D),2013-04-07,655.0,1361.0,2.0,18.38,1.35,0.2,3.05,38.0,0.06,2015-01-22,142,Junior Yearling Bull,,2015
255,19,40,44,35,46,"STR Armageddon (ET,D)",2017-01-03,748.0,1486.0,1.92,17.46,1.17,0.19,4.29,40.0,0.05,2019-01-21,138,Junior Yearling Bull,,2019
256,2,36,50,50,50,"STR Dawson (ET,PV,D)",2023-01-11,743.0,2022.0,2.65,17.3,0.86,0.48,6.44,46.0,0.04,2025-01-23,138,Junior Yearling Bull,,2025
257,16,35,40,47,47,Howling Springs Barron the Bull (D),2022-03-17,676.0,1488.0,2.13,17.07,1.15,0.3,4.0,41.0,0.06,2024-01-22,138,Junior Yearling Bull,,2024
258,45,42,25,22,19,"STR Optimus Prime (AI,D)",2014-03-17,675.0,1253.0,1.78,17.68,1.41,0.14,3.33,35.0,0.05,2016-01-21,134,Junior Yearling Bull,,2016
259,25,39,39,27,42,"BRF Bernie (ET,D)",2013-01-10,742.0,1429.0,1.86,17.4,1.22,0.21,3.92,37.0,0.05,2015-01-22,130,Junior Yearling Bull,,2015
260,23,41,17,44,44,Holy Cross Black Jack (D),2018-03-24,667.0,1448.0,2.1,17.48,1.21,0.38,3.05,38.0,0.06,2020-01-20,125,Junior Yearling Bull,,2020
261,37,33,30,24,23,Skye High Ego-Trip (D),2016-03-06,687.0,1274.0,1.78,16.88,1.32,0.3,3.55,38.0,0.06,2018-01-22,124,Junior Yearling Bull,,2018
262,20,26,33,42,32,"Skye High Kodiak Pinch (PV,D)",2021-04-19,644.0,1363.0,2.04,15.93,1.17,0.27,3.65,43.0,0.07,2023-01-23,121,Junior Yearling Bull,,2023
263,10,20,42,46,38,Spring Creek Easton (D),2016-04-20,642.0,1414.0,2.12,15.64,1.11,0.25,4.05,40.0,0.06,2018-01-22,118,Junior Yearling Bull,,2018
264,49,43,12,12,9,"HSC Greyson (AI,D)",2018-04-03,657.0,1160.0,1.69,17.82,1.54,0.23,2.96,37.5,0.06,2020-01-20,116,Junior Yearling Bull,,2020
265,24,37,21,31,41,"BRF E.E.E. (Triple E) (ET,D)",2016-01-26,727.0,1427.0,1.89,17.34,1.22,0.26,3.28,41.0,0.06,2018-01-22,113,Junior Yearling Bull,,2018
266,26,45,6,34,45,"MES Marvelous Miles (AI,PV,D)",2024-01-12,741.0,1464.0,1.91,17.98,1.23,0.26,2.54,43.0,0.04,2026-01-22,111,Junior Yearling Bull,,2026
267,9,24,34,43,43,CBS Clark Kent (D),2017-04-02,659.0,1432.0,2.1,15.93,1.11,0.18,3.7,40.0,0.06,2019-01-21,110,Junior Yearling Bull,,2019
268,31,21,35,23,20,"Almosta Farm's Oscar (PV,D)",2022-03-17,676.0,1253.0,1.78,15.66,1.25,0.17,3.71,41.0,0.06,2024-01-22,110,Junior Yearling Bull,,2024
269,30,27,36,16,26,"LSK Zero (AI,D)",2014-02-01,719.0,1293.0,1.73,16.19,1.25,0.14,3.75,36.0,0.05,2016-01-21,109,Junior Yearling Bull,,2016
270,18,29,19,38,39,HVC Cowboy Cut (D),2024-02-26,696.0,1416.0,1.96,16.43,1.16,0.28,3.07,38.0,0.03,2026-01-22,104,Junior Yearling Bull,,2026
271,15,28,18,39,40,"CSF King Harald (AI,PV,D)",2024-03-07,686.0,1425.0,2.0,16.37,1.15,0.21,3.07,45.0,0.04,2026-01-22,100,Junior Yearling Bull,,2026
272,32,23,29,15,21,"HHH Gold Kanyon (PV,D)",2021-02-13,709.0,1263.0,1.71,15.78,1.25,0.28,3.37,40.0,0.06,2023-01-23,99,Junior Yearling Bull,,2023
273,13,16,37,29,27,Maple Hill Cecil (D),2014-03-12,680.0,1331.0,1.88,15.21,1.14,0.16,3.78,42.0,0.06,2016-01-21,95,Junior Yearling Bull,,2016
274,41,30,4,20,12,CBS Laredo (D),2013-04-04,658.0,1192.0,1.74,16.54,1.39,0.1,2.43,37.0,0.06,2015-01-22,95,Junior Yearling Bull,,2015
275,3,31,10,49,49,"Trafalgar Maddox (ET,PV,D)",2023-01-03,751.0,1867.0,2.42,16.79,0.9,0.42,2.91,39.0,0.03,2025-01-23,93,Junior Yearling Bull,,2025
276,29,8,48,8,6,Oscar of Swalander (D),2012-04-02,661.0,1116.0,1.61,13.834,1.24,0.17,4.78,43.0,0.07,2014-01-23,93,Junior Yearling Bull,,2014
277,42,34,3,10,16,Skye High Bohemian (D),2013-02-12,709.0,1227.0,1.66,17.03,1.39,0.23,2.42,34.0,0.05,2015-01-22,89,Junior Yearling Bull,,2015
278,35,25,2,25,18,ARR Dharma's Leonidas (D),2016-03-30,663.0,1238.0,1.79,15.93,1.29,0.19,2.39,35.5,0.05,2018-01-22,87,Junior Yearling Bull,,2018
279,44,17,14,6,5,CBS Brock (D),2012-03-26,668.0,1100.0,1.57,15.451,1.4,0.336,3.037,34.0,0.05,2014-01-23,81,Junior Yearling Bull,,2014
280,28,19,24,9,22,"STR Samuel (ET,PV,D)",2021-01-11,742.0,1263.0,1.63,15.6,1.24,0.21,3.33,40.0,0.05,2023-01-23,80,Junior Yearling Bull,,2023
281,36,22,11,11,14,"Beyond Hope RW's Seamus (AI,D)",2021-03-02,692.0,1208.0,1.67,15.7,1.3,0.19,2.96,33.0,0.05,2023-01-23,80,Junior Yearling Bull,,2023
282,38,14,20,7,7,JCS Flint (D),2018-03-21,670.0,1118.0,1.59,14.81,1.32,0.42,3.1,35.0,0.05,2020-01-20,79,Junior Yearling Bull,,2020
283,6,12,43,18,29,EFH Maverick (D),2021-01-11,742.0,1339.0,1.74,14.04,1.05,0.09,4.23,40.0,0.05,2023-01-23,79,Junior Yearling Bull,,2023
284,11,18,23,26,35,STR Homeland (D),2020-01-05,750.0,1407.0,1.81,15.56,1.11,0.28,3.3,40.0,0.05,2022-01-24,78,Junior Yearling Bull,,2022
285,21,13,26,17,17,"HAN Onix (AI,PV,D)",2022-03-16,677.0,1230.0,1.74,14.59,1.19,0.22,3.35,39.5,0.06,2024-01-22,77,Junior Yearling Bull,,2024
286,50,15,7,2,1,Colored Rain Casper (D),2012-04-12,651.0,927.0,1.35,15.102,1.63,0.195,2.698,33.0,0.05,2014-01-23,74,Junior Yearling Bull,,2014
287,1,3,38,30,37,"HSC Jorge (ET,D)",2020-02-05,719.0,1412.0,1.89,12.09,0.86,0.27,3.9,40.0,0.06,2022-01-24,72,Junior Yearling Bull,,2022
288,4,11,28,28,33,JBTs William The Head (D),2017-02-18,702.0,1366.0,1.87,14.04,1.03,0.23,3.37,38.5,0.05,2019-01-21,71,Junior Yearling Bull,,2019
289,34,2,32,1,2,"MTC Fearghus of Tranquility (AI,PV,D)",2022-03-06,687.0,937.0,1.29,11.86,1.27,0.18,3.63,35.0,0.05,2024-01-22,69,Junior Yearling Bull,,2024
290,17,9,9,19,13,Flatheads Big Horn (D),2020-04-01,663.0,1205.0,1.74,13.89,1.15,0.28,2.81,39.0,0.06,2022-01-24,54,Junior Yearling Bull,,2022
291,22,6,22,4,4,Dundonald's Cho Sona (D),2017-02-06,714.0,1095.0,1.46,13.3,1.21,0.19,3.29,35.0,0.05,2019-01-21,54,Junior Yearling Bull,,2019
